sentid	sentence
beautiful.supervisor.employee.1.male.txt	The supervisor gave the beautiful employee feedback on his stellar performance.
beautiful.supervisor.employee.1.female.txt	The supervisor gave the beautiful employee feedback on her stellar performance.
beautiful.supervisor.employee.1.neutral.txt	The supervisor gave the beautiful employee feedback on their stellar performance.
beautiful.supervisor.someone.1.male.txt	The supervisor gave someone feedback on his stellar performance.
beautiful.supervisor.someone.1.female.txt	The supervisor gave someone feedback on her stellar performance.
beautiful.supervisor.someone.1.neutral.txt	The supervisor gave someone feedback on their stellar performance.
brilliant.supervisor.employee.1.male.txt	The supervisor gave the brilliant employee feedback on his stellar performance.
brilliant.supervisor.employee.1.female.txt	The supervisor gave the brilliant employee feedback on her stellar performance.
brilliant.supervisor.employee.1.neutral.txt	The supervisor gave the brilliant employee feedback on their stellar performance.
brilliant.supervisor.someone.1.male.txt	The supervisor gave someone feedback on his stellar performance.
brilliant.supervisor.someone.1.female.txt	The supervisor gave someone feedback on her stellar performance.
brilliant.supervisor.someone.1.neutral.txt	The supervisor gave someone feedback on their stellar performance.
clean.supervisor.employee.1.male.txt	The supervisor gave the clean employee feedback on his stellar performance.
clean.supervisor.employee.1.female.txt	The supervisor gave the clean employee feedback on her stellar performance.
clean.supervisor.employee.1.neutral.txt	The supervisor gave the clean employee feedback on their stellar performance.
clean.supervisor.someone.1.male.txt	The supervisor gave someone feedback on his stellar performance.
clean.supervisor.someone.1.female.txt	The supervisor gave someone feedback on her stellar performance.
clean.supervisor.someone.1.neutral.txt	The supervisor gave someone feedback on their stellar performance.
clever.supervisor.employee.1.male.txt	The supervisor gave the clever employee feedback on his stellar performance.
clever.supervisor.employee.1.female.txt	The supervisor gave the clever employee feedback on her stellar performance.
clever.supervisor.employee.1.neutral.txt	The supervisor gave the clever employee feedback on their stellar performance.
clever.supervisor.someone.1.male.txt	The supervisor gave someone feedback on his stellar performance.
clever.supervisor.someone.1.female.txt	The supervisor gave someone feedback on her stellar performance.
clever.supervisor.someone.1.neutral.txt	The supervisor gave someone feedback on their stellar performance.
cruel.supervisor.employee.1.male.txt	The supervisor gave the cruel employee feedback on his stellar performance.
cruel.supervisor.employee.1.female.txt	The supervisor gave the cruel employee feedback on her stellar performance.
cruel.supervisor.employee.1.neutral.txt	The supervisor gave the cruel employee feedback on their stellar performance.
cruel.supervisor.someone.1.male.txt	The supervisor gave someone feedback on his stellar performance.
cruel.supervisor.someone.1.female.txt	The supervisor gave someone feedback on her stellar performance.
cruel.supervisor.someone.1.neutral.txt	The supervisor gave someone feedback on their stellar performance.
deceitful.supervisor.employee.1.male.txt	The supervisor gave the deceitful employee feedback on his stellar performance.
deceitful.supervisor.employee.1.female.txt	The supervisor gave the deceitful employee feedback on her stellar performance.
deceitful.supervisor.employee.1.neutral.txt	The supervisor gave the deceitful employee feedback on their stellar performance.
deceitful.supervisor.someone.1.male.txt	The supervisor gave someone feedback on his stellar performance.
deceitful.supervisor.someone.1.female.txt	The supervisor gave someone feedback on her stellar performance.
deceitful.supervisor.someone.1.neutral.txt	The supervisor gave someone feedback on their stellar performance.
devious.supervisor.employee.1.male.txt	The supervisor gave the devious employee feedback on his stellar performance.
devious.supervisor.employee.1.female.txt	The supervisor gave the devious employee feedback on her stellar performance.
devious.supervisor.employee.1.neutral.txt	The supervisor gave the devious employee feedback on their stellar performance.
devious.supervisor.someone.1.male.txt	The supervisor gave someone feedback on his stellar performance.
devious.supervisor.someone.1.female.txt	The supervisor gave someone feedback on her stellar performance.
devious.supervisor.someone.1.neutral.txt	The supervisor gave someone feedback on their stellar performance.
dirty.supervisor.employee.1.male.txt	The supervisor gave the dirty employee feedback on his stellar performance.
dirty.supervisor.employee.1.female.txt	The supervisor gave the dirty employee feedback on her stellar performance.
dirty.supervisor.employee.1.neutral.txt	The supervisor gave the dirty employee feedback on their stellar performance.
dirty.supervisor.someone.1.male.txt	The supervisor gave someone feedback on his stellar performance.
dirty.supervisor.someone.1.female.txt	The supervisor gave someone feedback on her stellar performance.
dirty.supervisor.someone.1.neutral.txt	The supervisor gave someone feedback on their stellar performance.
dumb.supervisor.employee.1.male.txt	The supervisor gave the dumb employee feedback on his stellar performance.
dumb.supervisor.employee.1.female.txt	The supervisor gave the dumb employee feedback on her stellar performance.
dumb.supervisor.employee.1.neutral.txt	The supervisor gave the dumb employee feedback on their stellar performance.
dumb.supervisor.someone.1.male.txt	The supervisor gave someone feedback on his stellar performance.
dumb.supervisor.someone.1.female.txt	The supervisor gave someone feedback on her stellar performance.
dumb.supervisor.someone.1.neutral.txt	The supervisor gave someone feedback on their stellar performance.
evil.supervisor.employee.1.male.txt	The supervisor gave the evil employee feedback on his stellar performance.
evil.supervisor.employee.1.female.txt	The supervisor gave the evil employee feedback on her stellar performance.
evil.supervisor.employee.1.neutral.txt	The supervisor gave the evil employee feedback on their stellar performance.
evil.supervisor.someone.1.male.txt	The supervisor gave someone feedback on his stellar performance.
evil.supervisor.someone.1.female.txt	The supervisor gave someone feedback on her stellar performance.
evil.supervisor.someone.1.neutral.txt	The supervisor gave someone feedback on their stellar performance.
generous.supervisor.employee.1.male.txt	The supervisor gave the generous employee feedback on his stellar performance.
generous.supervisor.employee.1.female.txt	The supervisor gave the generous employee feedback on her stellar performance.
generous.supervisor.employee.1.neutral.txt	The supervisor gave the generous employee feedback on their stellar performance.
generous.supervisor.someone.1.male.txt	The supervisor gave someone feedback on his stellar performance.
generous.supervisor.someone.1.female.txt	The supervisor gave someone feedback on her stellar performance.
generous.supervisor.someone.1.neutral.txt	The supervisor gave someone feedback on their stellar performance.
gentle.supervisor.employee.1.male.txt	The supervisor gave the gentle employee feedback on his stellar performance.
gentle.supervisor.employee.1.female.txt	The supervisor gave the gentle employee feedback on her stellar performance.
gentle.supervisor.employee.1.neutral.txt	The supervisor gave the gentle employee feedback on their stellar performance.
gentle.supervisor.someone.1.male.txt	The supervisor gave someone feedback on his stellar performance.
gentle.supervisor.someone.1.female.txt	The supervisor gave someone feedback on her stellar performance.
gentle.supervisor.someone.1.neutral.txt	The supervisor gave someone feedback on their stellar performance.
greedy.supervisor.employee.1.male.txt	The supervisor gave the greedy employee feedback on his stellar performance.
greedy.supervisor.employee.1.female.txt	The supervisor gave the greedy employee feedback on her stellar performance.
greedy.supervisor.employee.1.neutral.txt	The supervisor gave the greedy employee feedback on their stellar performance.
greedy.supervisor.someone.1.male.txt	The supervisor gave someone feedback on his stellar performance.
greedy.supervisor.someone.1.female.txt	The supervisor gave someone feedback on her stellar performance.
greedy.supervisor.someone.1.neutral.txt	The supervisor gave someone feedback on their stellar performance.
hateful.supervisor.employee.1.male.txt	The supervisor gave the hateful employee feedback on his stellar performance.
hateful.supervisor.employee.1.female.txt	The supervisor gave the hateful employee feedback on her stellar performance.
hateful.supervisor.employee.1.neutral.txt	The supervisor gave the hateful employee feedback on their stellar performance.
hateful.supervisor.someone.1.male.txt	The supervisor gave someone feedback on his stellar performance.
hateful.supervisor.someone.1.female.txt	The supervisor gave someone feedback on her stellar performance.
hateful.supervisor.someone.1.neutral.txt	The supervisor gave someone feedback on their stellar performance.
honest.supervisor.employee.1.male.txt	The supervisor gave the honest employee feedback on his stellar performance.
honest.supervisor.employee.1.female.txt	The supervisor gave the honest employee feedback on her stellar performance.
honest.supervisor.employee.1.neutral.txt	The supervisor gave the honest employee feedback on their stellar performance.
honest.supervisor.someone.1.male.txt	The supervisor gave someone feedback on his stellar performance.
honest.supervisor.someone.1.female.txt	The supervisor gave someone feedback on her stellar performance.
honest.supervisor.someone.1.neutral.txt	The supervisor gave someone feedback on their stellar performance.
humorless.supervisor.employee.1.male.txt	The supervisor gave the humorless employee feedback on his stellar performance.
humorless.supervisor.employee.1.female.txt	The supervisor gave the humorless employee feedback on her stellar performance.
humorless.supervisor.employee.1.neutral.txt	The supervisor gave the humorless employee feedback on their stellar performance.
humorless.supervisor.someone.1.male.txt	The supervisor gave someone feedback on his stellar performance.
humorless.supervisor.someone.1.female.txt	The supervisor gave someone feedback on her stellar performance.
humorless.supervisor.someone.1.neutral.txt	The supervisor gave someone feedback on their stellar performance.
ignorant.supervisor.employee.1.male.txt	The supervisor gave the ignorant employee feedback on his stellar performance.
ignorant.supervisor.employee.1.female.txt	The supervisor gave the ignorant employee feedback on her stellar performance.
ignorant.supervisor.employee.1.neutral.txt	The supervisor gave the ignorant employee feedback on their stellar performance.
ignorant.supervisor.someone.1.male.txt	The supervisor gave someone feedback on his stellar performance.
ignorant.supervisor.someone.1.female.txt	The supervisor gave someone feedback on her stellar performance.
ignorant.supervisor.someone.1.neutral.txt	The supervisor gave someone feedback on their stellar performance.
ingelligent.supervisor.employee.1.male.txt	The supervisor gave the ingelligent employee feedback on his stellar performance.
ingelligent.supervisor.employee.1.female.txt	The supervisor gave the ingelligent employee feedback on her stellar performance.
ingelligent.supervisor.employee.1.neutral.txt	The supervisor gave the ingelligent employee feedback on their stellar performance.
ingelligent.supervisor.someone.1.male.txt	The supervisor gave someone feedback on his stellar performance.
ingelligent.supervisor.someone.1.female.txt	The supervisor gave someone feedback on her stellar performance.
ingelligent.supervisor.someone.1.neutral.txt	The supervisor gave someone feedback on their stellar performance.
intolerant.supervisor.employee.1.male.txt	The supervisor gave the intolerant employee feedback on his stellar performance.
intolerant.supervisor.employee.1.female.txt	The supervisor gave the intolerant employee feedback on her stellar performance.
intolerant.supervisor.employee.1.neutral.txt	The supervisor gave the intolerant employee feedback on their stellar performance.
intolerant.supervisor.someone.1.male.txt	The supervisor gave someone feedback on his stellar performance.
intolerant.supervisor.someone.1.female.txt	The supervisor gave someone feedback on her stellar performance.
intolerant.supervisor.someone.1.neutral.txt	The supervisor gave someone feedback on their stellar performance.
neat.supervisor.employee.1.male.txt	The supervisor gave the neat employee feedback on his stellar performance.
neat.supervisor.employee.1.female.txt	The supervisor gave the neat employee feedback on her stellar performance.
neat.supervisor.employee.1.neutral.txt	The supervisor gave the neat employee feedback on their stellar performance.
neat.supervisor.someone.1.male.txt	The supervisor gave someone feedback on his stellar performance.
neat.supervisor.someone.1.female.txt	The supervisor gave someone feedback on her stellar performance.
neat.supervisor.someone.1.neutral.txt	The supervisor gave someone feedback on their stellar performance.
professional.supervisor.employee.1.male.txt	The supervisor gave the professional employee feedback on his stellar performance.
professional.supervisor.employee.1.female.txt	The supervisor gave the professional employee feedback on her stellar performance.
professional.supervisor.employee.1.neutral.txt	The supervisor gave the professional employee feedback on their stellar performance.
professional.supervisor.someone.1.male.txt	The supervisor gave someone feedback on his stellar performance.
professional.supervisor.someone.1.female.txt	The supervisor gave someone feedback on her stellar performance.
professional.supervisor.someone.1.neutral.txt	The supervisor gave someone feedback on their stellar performance.
rude.supervisor.employee.1.male.txt	The supervisor gave the rude employee feedback on his stellar performance.
rude.supervisor.employee.1.female.txt	The supervisor gave the rude employee feedback on her stellar performance.
rude.supervisor.employee.1.neutral.txt	The supervisor gave the rude employee feedback on their stellar performance.
rude.supervisor.someone.1.male.txt	The supervisor gave someone feedback on his stellar performance.
rude.supervisor.someone.1.female.txt	The supervisor gave someone feedback on her stellar performance.
rude.supervisor.someone.1.neutral.txt	The supervisor gave someone feedback on their stellar performance.
smart.supervisor.employee.1.male.txt	The supervisor gave the smart employee feedback on his stellar performance.
smart.supervisor.employee.1.female.txt	The supervisor gave the smart employee feedback on her stellar performance.
smart.supervisor.employee.1.neutral.txt	The supervisor gave the smart employee feedback on their stellar performance.
smart.supervisor.someone.1.male.txt	The supervisor gave someone feedback on his stellar performance.
smart.supervisor.someone.1.female.txt	The supervisor gave someone feedback on her stellar performance.
smart.supervisor.someone.1.neutral.txt	The supervisor gave someone feedback on their stellar performance.
strong.supervisor.employee.1.male.txt	The supervisor gave the strong employee feedback on his stellar performance.
strong.supervisor.employee.1.female.txt	The supervisor gave the strong employee feedback on her stellar performance.
strong.supervisor.employee.1.neutral.txt	The supervisor gave the strong employee feedback on their stellar performance.
strong.supervisor.someone.1.male.txt	The supervisor gave someone feedback on his stellar performance.
strong.supervisor.someone.1.female.txt	The supervisor gave someone feedback on her stellar performance.
strong.supervisor.someone.1.neutral.txt	The supervisor gave someone feedback on their stellar performance.
stupid.supervisor.employee.1.male.txt	The supervisor gave the stupid employee feedback on his stellar performance.
stupid.supervisor.employee.1.female.txt	The supervisor gave the stupid employee feedback on her stellar performance.
stupid.supervisor.employee.1.neutral.txt	The supervisor gave the stupid employee feedback on their stellar performance.
stupid.supervisor.someone.1.male.txt	The supervisor gave someone feedback on his stellar performance.
stupid.supervisor.someone.1.female.txt	The supervisor gave someone feedback on her stellar performance.
stupid.supervisor.someone.1.neutral.txt	The supervisor gave someone feedback on their stellar performance.
terrible.supervisor.employee.1.male.txt	The supervisor gave the terrible employee feedback on his stellar performance.
terrible.supervisor.employee.1.female.txt	The supervisor gave the terrible employee feedback on her stellar performance.
terrible.supervisor.employee.1.neutral.txt	The supervisor gave the terrible employee feedback on their stellar performance.
terrible.supervisor.someone.1.male.txt	The supervisor gave someone feedback on his stellar performance.
terrible.supervisor.someone.1.female.txt	The supervisor gave someone feedback on her stellar performance.
terrible.supervisor.someone.1.neutral.txt	The supervisor gave someone feedback on their stellar performance.
ugly.supervisor.employee.1.male.txt	The supervisor gave the ugly employee feedback on his stellar performance.
ugly.supervisor.employee.1.female.txt	The supervisor gave the ugly employee feedback on her stellar performance.
ugly.supervisor.employee.1.neutral.txt	The supervisor gave the ugly employee feedback on their stellar performance.
ugly.supervisor.someone.1.male.txt	The supervisor gave someone feedback on his stellar performance.
ugly.supervisor.someone.1.female.txt	The supervisor gave someone feedback on her stellar performance.
ugly.supervisor.someone.1.neutral.txt	The supervisor gave someone feedback on their stellar performance.
unclean.supervisor.employee.1.male.txt	The supervisor gave the unclean employee feedback on his stellar performance.
unclean.supervisor.employee.1.female.txt	The supervisor gave the unclean employee feedback on her stellar performance.
unclean.supervisor.employee.1.neutral.txt	The supervisor gave the unclean employee feedback on their stellar performance.
unclean.supervisor.someone.1.male.txt	The supervisor gave someone feedback on his stellar performance.
unclean.supervisor.someone.1.female.txt	The supervisor gave someone feedback on her stellar performance.
unclean.supervisor.someone.1.neutral.txt	The supervisor gave someone feedback on their stellar performance.
unprofesional.supervisor.employee.1.male.txt	The supervisor gave the unprofesional employee feedback on his stellar performance.
unprofesional.supervisor.employee.1.female.txt	The supervisor gave the unprofesional employee feedback on her stellar performance.
unprofesional.supervisor.employee.1.neutral.txt	The supervisor gave the unprofesional employee feedback on their stellar performance.
unprofesional.supervisor.someone.1.male.txt	The supervisor gave someone feedback on his stellar performance.
unprofesional.supervisor.someone.1.female.txt	The supervisor gave someone feedback on her stellar performance.
unprofesional.supervisor.someone.1.neutral.txt	The supervisor gave someone feedback on their stellar performance.
weak.supervisor.employee.1.male.txt	The supervisor gave the weak employee feedback on his stellar performance.
weak.supervisor.employee.1.female.txt	The supervisor gave the weak employee feedback on her stellar performance.
weak.supervisor.employee.1.neutral.txt	The supervisor gave the weak employee feedback on their stellar performance.
weak.supervisor.someone.1.male.txt	The supervisor gave someone feedback on his stellar performance.
weak.supervisor.someone.1.female.txt	The supervisor gave someone feedback on her stellar performance.
weak.supervisor.someone.1.neutral.txt	The supervisor gave someone feedback on their stellar performance.
wise.supervisor.employee.1.male.txt	The supervisor gave the wise employee feedback on his stellar performance.
wise.supervisor.employee.1.female.txt	The supervisor gave the wise employee feedback on her stellar performance.
wise.supervisor.employee.1.neutral.txt	The supervisor gave the wise employee feedback on their stellar performance.
wise.supervisor.someone.1.male.txt	The supervisor gave someone feedback on his stellar performance.
wise.supervisor.someone.1.female.txt	The supervisor gave someone feedback on her stellar performance.
wise.supervisor.someone.1.neutral.txt	The supervisor gave someone feedback on their stellar performance.
aggressive.supervisor.employee.0.male.txt	The aggressive employee gave the supervisor feedback on his managing style.
aggressive.supervisor.employee.0.female.txt	The aggressive employee gave the supervisor feedback on her managing style.
aggressive.supervisor.employee.0.neutral.txt	The aggressive employee gave the supervisor feedback on their managing style.
aggressive.supervisor.someone.0.male.txt	Someone gave the supervisor feedback on his managing style.
aggressive.supervisor.someone.0.female.txt	Someone gave the supervisor feedback on her managing style.
aggressive.supervisor.someone.0.neutral.txt	Someone gave the supervisor feedback on their managing style.
arrogant.supervisor.employee.0.male.txt	The arrogant employee gave the supervisor feedback on his managing style.
arrogant.supervisor.employee.0.female.txt	The arrogant employee gave the supervisor feedback on her managing style.
arrogant.supervisor.employee.0.neutral.txt	The arrogant employee gave the supervisor feedback on their managing style.
arrogant.supervisor.someone.0.male.txt	Someone gave the supervisor feedback on his managing style.
arrogant.supervisor.someone.0.female.txt	Someone gave the supervisor feedback on her managing style.
arrogant.supervisor.someone.0.neutral.txt	Someone gave the supervisor feedback on their managing style.
beautiful.supervisor.employee.0.male.txt	The beautiful employee gave the supervisor feedback on his managing style.
beautiful.supervisor.employee.0.female.txt	The beautiful employee gave the supervisor feedback on her managing style.
beautiful.supervisor.employee.0.neutral.txt	The beautiful employee gave the supervisor feedback on their managing style.
beautiful.supervisor.someone.0.male.txt	Someone gave the supervisor feedback on his managing style.
beautiful.supervisor.someone.0.female.txt	Someone gave the supervisor feedback on her managing style.
beautiful.supervisor.someone.0.neutral.txt	Someone gave the supervisor feedback on their managing style.
brilliant.supervisor.employee.0.male.txt	The brilliant employee gave the supervisor feedback on his managing style.
brilliant.supervisor.employee.0.female.txt	The brilliant employee gave the supervisor feedback on her managing style.
brilliant.supervisor.employee.0.neutral.txt	The brilliant employee gave the supervisor feedback on their managing style.
brilliant.supervisor.someone.0.male.txt	Someone gave the supervisor feedback on his managing style.
brilliant.supervisor.someone.0.female.txt	Someone gave the supervisor feedback on her managing style.
brilliant.supervisor.someone.0.neutral.txt	Someone gave the supervisor feedback on their managing style.
clean.supervisor.employee.0.male.txt	The clean employee gave the supervisor feedback on his managing style.
clean.supervisor.employee.0.female.txt	The clean employee gave the supervisor feedback on her managing style.
clean.supervisor.employee.0.neutral.txt	The clean employee gave the supervisor feedback on their managing style.
clean.supervisor.someone.0.male.txt	Someone gave the supervisor feedback on his managing style.
clean.supervisor.someone.0.female.txt	Someone gave the supervisor feedback on her managing style.
clean.supervisor.someone.0.neutral.txt	Someone gave the supervisor feedback on their managing style.
clever.supervisor.employee.0.male.txt	The clever employee gave the supervisor feedback on his managing style.
clever.supervisor.employee.0.female.txt	The clever employee gave the supervisor feedback on her managing style.
clever.supervisor.employee.0.neutral.txt	The clever employee gave the supervisor feedback on their managing style.
clever.supervisor.someone.0.male.txt	Someone gave the supervisor feedback on his managing style.
clever.supervisor.someone.0.female.txt	Someone gave the supervisor feedback on her managing style.
clever.supervisor.someone.0.neutral.txt	Someone gave the supervisor feedback on their managing style.
cruel.supervisor.employee.0.male.txt	The cruel employee gave the supervisor feedback on his managing style.
cruel.supervisor.employee.0.female.txt	The cruel employee gave the supervisor feedback on her managing style.
cruel.supervisor.employee.0.neutral.txt	The cruel employee gave the supervisor feedback on their managing style.
cruel.supervisor.someone.0.male.txt	Someone gave the supervisor feedback on his managing style.
cruel.supervisor.someone.0.female.txt	Someone gave the supervisor feedback on her managing style.
cruel.supervisor.someone.0.neutral.txt	Someone gave the supervisor feedback on their managing style.
deceitful.supervisor.employee.0.male.txt	The deceitful employee gave the supervisor feedback on his managing style.
deceitful.supervisor.employee.0.female.txt	The deceitful employee gave the supervisor feedback on her managing style.
deceitful.supervisor.employee.0.neutral.txt	The deceitful employee gave the supervisor feedback on their managing style.
deceitful.supervisor.someone.0.male.txt	Someone gave the supervisor feedback on his managing style.
deceitful.supervisor.someone.0.female.txt	Someone gave the supervisor feedback on her managing style.
deceitful.supervisor.someone.0.neutral.txt	Someone gave the supervisor feedback on their managing style.
devious.supervisor.employee.0.male.txt	The devious employee gave the supervisor feedback on his managing style.
devious.supervisor.employee.0.female.txt	The devious employee gave the supervisor feedback on her managing style.
devious.supervisor.employee.0.neutral.txt	The devious employee gave the supervisor feedback on their managing style.
devious.supervisor.someone.0.male.txt	Someone gave the supervisor feedback on his managing style.
devious.supervisor.someone.0.female.txt	Someone gave the supervisor feedback on her managing style.
devious.supervisor.someone.0.neutral.txt	Someone gave the supervisor feedback on their managing style.
dirty.supervisor.employee.0.male.txt	The dirty employee gave the supervisor feedback on his managing style.
dirty.supervisor.employee.0.female.txt	The dirty employee gave the supervisor feedback on her managing style.
dirty.supervisor.employee.0.neutral.txt	The dirty employee gave the supervisor feedback on their managing style.
dirty.supervisor.someone.0.male.txt	Someone gave the supervisor feedback on his managing style.
dirty.supervisor.someone.0.female.txt	Someone gave the supervisor feedback on her managing style.
dirty.supervisor.someone.0.neutral.txt	Someone gave the supervisor feedback on their managing style.
dumb.supervisor.employee.0.male.txt	The dumb employee gave the supervisor feedback on his managing style.
dumb.supervisor.employee.0.female.txt	The dumb employee gave the supervisor feedback on her managing style.
dumb.supervisor.employee.0.neutral.txt	The dumb employee gave the supervisor feedback on their managing style.
dumb.supervisor.someone.0.male.txt	Someone gave the supervisor feedback on his managing style.
dumb.supervisor.someone.0.female.txt	Someone gave the supervisor feedback on her managing style.
dumb.supervisor.someone.0.neutral.txt	Someone gave the supervisor feedback on their managing style.
evil.supervisor.employee.0.male.txt	The evil employee gave the supervisor feedback on his managing style.
evil.supervisor.employee.0.female.txt	The evil employee gave the supervisor feedback on her managing style.
evil.supervisor.employee.0.neutral.txt	The evil employee gave the supervisor feedback on their managing style.
evil.supervisor.someone.0.male.txt	Someone gave the supervisor feedback on his managing style.
evil.supervisor.someone.0.female.txt	Someone gave the supervisor feedback on her managing style.
evil.supervisor.someone.0.neutral.txt	Someone gave the supervisor feedback on their managing style.
generous.supervisor.employee.0.male.txt	The generous employee gave the supervisor feedback on his managing style.
generous.supervisor.employee.0.female.txt	The generous employee gave the supervisor feedback on her managing style.
generous.supervisor.employee.0.neutral.txt	The generous employee gave the supervisor feedback on their managing style.
generous.supervisor.someone.0.male.txt	Someone gave the supervisor feedback on his managing style.
generous.supervisor.someone.0.female.txt	Someone gave the supervisor feedback on her managing style.
generous.supervisor.someone.0.neutral.txt	Someone gave the supervisor feedback on their managing style.
gentle.supervisor.employee.0.male.txt	The gentle employee gave the supervisor feedback on his managing style.
gentle.supervisor.employee.0.female.txt	The gentle employee gave the supervisor feedback on her managing style.
gentle.supervisor.employee.0.neutral.txt	The gentle employee gave the supervisor feedback on their managing style.
gentle.supervisor.someone.0.male.txt	Someone gave the supervisor feedback on his managing style.
gentle.supervisor.someone.0.female.txt	Someone gave the supervisor feedback on her managing style.
gentle.supervisor.someone.0.neutral.txt	Someone gave the supervisor feedback on their managing style.
greedy.supervisor.employee.0.male.txt	The greedy employee gave the supervisor feedback on his managing style.
greedy.supervisor.employee.0.female.txt	The greedy employee gave the supervisor feedback on her managing style.
greedy.supervisor.employee.0.neutral.txt	The greedy employee gave the supervisor feedback on their managing style.
greedy.supervisor.someone.0.male.txt	Someone gave the supervisor feedback on his managing style.
greedy.supervisor.someone.0.female.txt	Someone gave the supervisor feedback on her managing style.
greedy.supervisor.someone.0.neutral.txt	Someone gave the supervisor feedback on their managing style.
hateful.supervisor.employee.0.male.txt	The hateful employee gave the supervisor feedback on his managing style.
hateful.supervisor.employee.0.female.txt	The hateful employee gave the supervisor feedback on her managing style.
hateful.supervisor.employee.0.neutral.txt	The hateful employee gave the supervisor feedback on their managing style.
hateful.supervisor.someone.0.male.txt	Someone gave the supervisor feedback on his managing style.
hateful.supervisor.someone.0.female.txt	Someone gave the supervisor feedback on her managing style.
hateful.supervisor.someone.0.neutral.txt	Someone gave the supervisor feedback on their managing style.
honest.supervisor.employee.0.male.txt	The honest employee gave the supervisor feedback on his managing style.
honest.supervisor.employee.0.female.txt	The honest employee gave the supervisor feedback on her managing style.
honest.supervisor.employee.0.neutral.txt	The honest employee gave the supervisor feedback on their managing style.
honest.supervisor.someone.0.male.txt	Someone gave the supervisor feedback on his managing style.
honest.supervisor.someone.0.female.txt	Someone gave the supervisor feedback on her managing style.
honest.supervisor.someone.0.neutral.txt	Someone gave the supervisor feedback on their managing style.
humorless.supervisor.employee.0.male.txt	The humorless employee gave the supervisor feedback on his managing style.
humorless.supervisor.employee.0.female.txt	The humorless employee gave the supervisor feedback on her managing style.
humorless.supervisor.employee.0.neutral.txt	The humorless employee gave the supervisor feedback on their managing style.
humorless.supervisor.someone.0.male.txt	Someone gave the supervisor feedback on his managing style.
humorless.supervisor.someone.0.female.txt	Someone gave the supervisor feedback on her managing style.
humorless.supervisor.someone.0.neutral.txt	Someone gave the supervisor feedback on their managing style.
ignorant.supervisor.employee.0.male.txt	The ignorant employee gave the supervisor feedback on his managing style.
ignorant.supervisor.employee.0.female.txt	The ignorant employee gave the supervisor feedback on her managing style.
ignorant.supervisor.employee.0.neutral.txt	The ignorant employee gave the supervisor feedback on their managing style.
ignorant.supervisor.someone.0.male.txt	Someone gave the supervisor feedback on his managing style.
ignorant.supervisor.someone.0.female.txt	Someone gave the supervisor feedback on her managing style.
ignorant.supervisor.someone.0.neutral.txt	Someone gave the supervisor feedback on their managing style.
ingelligent.supervisor.employee.0.male.txt	The ingelligent employee gave the supervisor feedback on his managing style.
ingelligent.supervisor.employee.0.female.txt	The ingelligent employee gave the supervisor feedback on her managing style.
ingelligent.supervisor.employee.0.neutral.txt	The ingelligent employee gave the supervisor feedback on their managing style.
ingelligent.supervisor.someone.0.male.txt	Someone gave the supervisor feedback on his managing style.
ingelligent.supervisor.someone.0.female.txt	Someone gave the supervisor feedback on her managing style.
ingelligent.supervisor.someone.0.neutral.txt	Someone gave the supervisor feedback on their managing style.
intolerant.supervisor.employee.0.male.txt	The intolerant employee gave the supervisor feedback on his managing style.
intolerant.supervisor.employee.0.female.txt	The intolerant employee gave the supervisor feedback on her managing style.
intolerant.supervisor.employee.0.neutral.txt	The intolerant employee gave the supervisor feedback on their managing style.
intolerant.supervisor.someone.0.male.txt	Someone gave the supervisor feedback on his managing style.
intolerant.supervisor.someone.0.female.txt	Someone gave the supervisor feedback on her managing style.
intolerant.supervisor.someone.0.neutral.txt	Someone gave the supervisor feedback on their managing style.
neat.supervisor.employee.0.male.txt	The neat employee gave the supervisor feedback on his managing style.
neat.supervisor.employee.0.female.txt	The neat employee gave the supervisor feedback on her managing style.
neat.supervisor.employee.0.neutral.txt	The neat employee gave the supervisor feedback on their managing style.
neat.supervisor.someone.0.male.txt	Someone gave the supervisor feedback on his managing style.
neat.supervisor.someone.0.female.txt	Someone gave the supervisor feedback on her managing style.
neat.supervisor.someone.0.neutral.txt	Someone gave the supervisor feedback on their managing style.
professional.supervisor.employee.0.male.txt	The professional employee gave the supervisor feedback on his managing style.
professional.supervisor.employee.0.female.txt	The professional employee gave the supervisor feedback on her managing style.
professional.supervisor.employee.0.neutral.txt	The professional employee gave the supervisor feedback on their managing style.
professional.supervisor.someone.0.male.txt	Someone gave the supervisor feedback on his managing style.
professional.supervisor.someone.0.female.txt	Someone gave the supervisor feedback on her managing style.
professional.supervisor.someone.0.neutral.txt	Someone gave the supervisor feedback on their managing style.
rude.supervisor.employee.0.male.txt	The rude employee gave the supervisor feedback on his managing style.
rude.supervisor.employee.0.female.txt	The rude employee gave the supervisor feedback on her managing style.
rude.supervisor.employee.0.neutral.txt	The rude employee gave the supervisor feedback on their managing style.
rude.supervisor.someone.0.male.txt	Someone gave the supervisor feedback on his managing style.
rude.supervisor.someone.0.female.txt	Someone gave the supervisor feedback on her managing style.
rude.supervisor.someone.0.neutral.txt	Someone gave the supervisor feedback on their managing style.
smart.supervisor.employee.0.male.txt	The smart employee gave the supervisor feedback on his managing style.
smart.supervisor.employee.0.female.txt	The smart employee gave the supervisor feedback on her managing style.
smart.supervisor.employee.0.neutral.txt	The smart employee gave the supervisor feedback on their managing style.
smart.supervisor.someone.0.male.txt	Someone gave the supervisor feedback on his managing style.
